Num,Timestamp,C0,T0,C1,T1,C2,T2,C3,T3,C4,T4,C5,T5,S0,S1,S2,S3,S4,S5,Tool_current,cycle ,Robot_ProtectiveStop,grip_lost
71,2022-10-26T08:18:32.238Z,-0.0622999817132949mA,28.0625°,-1.75487995147705mA,29.625°,-0.849886059761047mA,29.6875°,-0.644469082355499mA,32.5°,-0.0589805208146572mA,32.75°,0.0436041690409183mA,32.4375°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0794200301170349mA,2,0,TRUE
72,2022-10-26T08:18:33.241Z,-0.0341045334935188mA,28.0625°,-1.73538172245025mA,29.625°,-0.855064868927002mA,29.6875°,-0.635955929756164mA,32.5°,-0.0785085186362266mA,32.6875°,0.0271147191524505mA,32.4375°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0789127349853515mA,2,0,TRUE
73,2022-10-26T08:18:34.246Z,-0.0583306103944778mA,28.0625°,-1.73031342029571mA,29.625°,-0.841850399971008mA,29.75°,-0.657072961330413mA,32.5°,-0.0878908932209014mA,32.6875°,0.0240443833172321mA,32.4375°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0909637212753295mA,2,0,T
74,2022-10-26T08:18:35.252Z,-0.269420832395553mA,28.0625°,-2.9186463356018mA,29.6875°,-1.60113620758056mA,29.75°,-0.1111905798316mA,32.5°,0.114454999566078mA,32.75°,-0.147103801369667mA,32.4375°,-0.343941211700439m/s,0.0045318710617721m/s,-0.0465690717101097m/s,0.640223860740661m/s,-0.0193864293396472m/s,-0.298612773418426m/s,0.088331401348114mA,2,0,TRUE
75,2022-10-26T08:18:36.257Z,0.181920975446701mA,28.0625°,-2.24148392677307mA,29.6875°,-0.733092665672302mA,29.75°,-0.697777986526489mA,32.5625°,0.147876247763633mA,32.75°,-0.127601325511932mA,32.4375°,-0.000145442099892534m/s,0.00680667394772172m/s,2.54526329040527m/s,-0.569429576396942m/s,-0.000153472967213019m/s,0.630541443824768m/s,0.0782331824302673mA,2,0,TRUE
76,2022-10-26T08:18:37.264Z,0.0190070010721683mA,28.0625°,-1.64711070060729mA,29.6875°,-0.827207326889038mA,29.75°,-0.821330666542053mA,32.5°,-0.106177523732185mA,32.6875°,-0.235955566167831mA,32.5°,0.115547016263008m/s,-0.00875014625489711m/s,0.000148966239066794m/s,-0.33710703253746m/s,-0.0712716653943061m/s,0.191301017999649m/s,0.0864649415016174mA,2,0,TRUE
77,2022-10-26T08:18:38.270Z,-0.17477998137474mA,28.0625°,-2.19883346557617mA,29.625°,-0.833647608757019mA,29.75°,-0.745180964469909mA,32.5°,-0.147526428103446mA,32.75°,-0.185865372419357mA,32.5°,-0.000373731774743646m/s,-0.000563708366826176m/s,-6.05353052378632e-05m/s,-0.000617747253272682m/s,-0.00299489521421492m/s,0.000467970734462142m/s,0.305517375469207mA,2,0,FALSE
78,2022-10-26T08:18:39.275Z,-0.168979108333587mA,28.0625°,-2.73541021347045mA,29.6875°,-0.665320634841919mA,29.75°,-0.317651003599166mA,32.5°,0.0426414795219898mA,32.75°,0.135376527905464mA,32.5°,-0.245744004845619m/s,0.000821340770926326m/s,-0.00721575366333127m/s,0.130222558975219m/s,0.00921833608299493m/s,0.110960073769092m/s,0.0882453322410583mA,2,0,FALSE
79,2022-10-26T08:18:40.279Z,-0.184617087244987mA,28.0625°,-2.79417967796325mA,29.625°,-0.908215284347534mA,29.8125°,-0.521193504333496mA,32.5625°,0.0446735098958015mA,32.75°,0.112032398581504mA,32.5°,-0.000857762759551405m/s,0.0m/s,-0.000563549576327204m/s,3.50969385181088e-05m/s,0.000105226135929115m/s,0.00082134420517832m/s,0.09265798330307mA,2,0,FALSE
80,2022-10-26T08:18:41.286Z,-0.107610493898391mA,28.0625°,-2.31570553779602mA,29.6875°,-0.977522611618042mA,29.75°,-0.461960971355438mA,32.5625°,0.0425918325781822mA,32.8125°,0.0508390516042709mA,32.5°,7.01856243479417e-15m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0762804746627807mA,2,0,FALSE
81,2022-10-26T08:18:42.292Z,-0.0745068341493606mA,28.0625°,-2.23367547988891mA,29.6875°,-1.02716040611267mA,29.75°,-0.539867341518402mA,32.5°,-0.0573377385735511mA,32.75°,0.0370840206742286mA,32.5°,0.0m/s,-5.17644330102484e-05m/s,0.0m/s,-7.07337458152324e-05m/s,0.0m/s,-1.30584876387729e-05m/s,0.0851056575775146mA,2,0,FALSE
82,2022-10-26T08:18:43.295Z,-0.0714575424790382mA,28.0625°,-2.24575757980346mA,29.6875°,-1.06047928333282mA,29.75°,-0.568902492523193mA,32.5625°,-0.0708932876586914mA,32.8125°,0.0517227053642272mA,32.5°,0.0m/s,0.0m/s,0.0m/s,-4.07497609558049e-05m/s,0.0m/s,0.0m/s,0.0865510106086731mA,2,0,FALSE
83,2022-10-26T08:18:44.302Z,-0.0665023848414421mA,28.0625°,-2.23488998413085mA,29.6875°,-1.09057784080505mA,29.75°,-0.573595881462097mA,32.5625°,-0.0355202294886112mA,32.8125°,0.041904017329216mA,32.5625°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0909637808799743mA,2,0,FALSE
84,2022-10-26T08:18:45.307Z,-0.048866007477045mA,28.0625°,-2.23874974250793mA,29.6875°,-1.09919571876525mA,29.75°,-0.575854182243347mA,32.5625°,-0.015717601403594mA,32.75°,0.0441759936511516mA,32.5625°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.083918809890747mA,2,0,FALSE
85,2022-10-26T08:18:46.310Z,-0.215329676866531mA,28.125°,-2.73087739944458mA,29.6875°,-0.896188020706176mA,29.75°,-0.437372654676437mA,32.5625°,0.0180782824754714mA,32.8125°,0.0802757814526557mA,32.5°,-0.000117411778774112m/s,0.0m/s,-5.348922152066e-37m/s,0.000183712123543955m/s,0.0m/s,0.00021726926206611m/s,0.0864649415016174mA,2,0,FALSE
86,2022-10-26T08:18:47.317Z,-0.104045733809471mA,28.0625°,-2.38446044921875mA,29.6875°,-0.990575850009918mA,29.75°,-0.438011884689331mA,32.625°,0.0212332848459482mA,32.8125°,0.0639469921588897mA,32.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0863786935806274mA,3,0,FALSE
87,2022-10-26T08:18:48.322Z,0.406551390886306mA,28.125°,-1.50233030319213mA,29.6875°,-1.64586818218231mA,29.75°,-1.01877844333648mA,32.5625°,-0.147847741842269mA,32.8125°,-0.170239478349685mA,32.5625°,0.731511354446411m/s,-0.00957309268414974m/s,0.0161125753074884m/s,-0.537857353687286m/s,-0.0259714573621749m/s,-0.159501299262046m/s,0.0864649415016174mA,3,0,FALSE
88,2022-10-26T08:18:49.327Z,0.283754348754882mA,28.125°,-2.56167984008789mA,29.6875°,-1.16652560234069mA,29.75°,-0.651954233646392mA,32.5625°,-0.511375844478607mA,32.8125°,-0.090586632490158mA,32.5625°,-0.00118648062925785m/s,-0.0015991780674085m/s,-0.000195721353520639m/s,-0.00338859180919826m/s,-3.28029337026691e-09m/s,-0.00320951361209154m/s,0.190769612789154mA,3,0,FALSE
89,2022-10-26T08:18:50.333Z,-4.03498649597168mA,28.0625°,-3.31789755821228mA,29.6875°,-2.17683219909667mA,29.75°,-0.123081251978874mA,32.625°,1.01807856559753mA,32.8125°,-0.0342817083001136mA,32.5625°,0.00830728933215141m/s,-0.110685348510742m/s,-0.468730628490448m/s,0.0573602281510829m/s,0.00219224742613732m/s,-0.105783700942993m/s,0.0813726782798767mA,3,0,FALSE
90,2022-10-26T08:18:51.338Z,-0.995547771453857mA,28.125°,-4.81165599822998mA,29.6875°,-1.78059697151184mA,29.75°,-1.38782274723052mA,32.625°,1.64927291870117mA,32.8125°,0.124630123376846mA,32.5625°,-0.0473327822983264m/s,0.0172862857580184m/s,0.0564730130136013m/s,-0.240516617894172m/s,0.0111791295930743m/s,0.244395270943641m/s,0.0921506285667419mA,3,0,FALSE
91,2022-10-26T08:18:52.339Z,0.0271279588341712mA,28.125°,-2.56641864776611mA,29.6875°,-1.47749209403991mA,29.8125°,-1.84092593193054mA,32.625°,0.253850281238555mA,32.8125°,0.221971750259399mA,32.5625°,0.155819594860076m/s,-0.0740367025136947m/s,0.0591798052191734m/s,-0.454111784696579m/s,0.024162920191884m/s,0.348251581192016m/s,0.0851057171821594mA,3,0,FALSE
92,2022-10-26T08:18:53.342Z,-0.0315117947757244mA,28.125°,-2.29582738876342mA,29.6875°,-0.892196416854858mA,29.8125°,-0.592267036437988mA,32.625°,0.0434130541980266mA,32.8125°,0.0775031670928001mA,32.5625°,-0.0311399269849061m/s,0.000134734320454299m/s,0.00188887841068208m/s,-0.0289437361061573m/s,-6.56286421488552e-18m/s,-0.0214480217546224m/s,0.185763597488403mA,3,0,FALSE
93,2022-10-26T08:18:54.347Z,0.119485571980476mA,28.125°,-1.67625713348388mA,29.6875°,-1.01391375064849mA,29.8125°,-0.355197638273239mA,32.625°,-0.032870914787054mA,32.8125°,-0.0263571999967098mA,32.625°,0.0m/s,9.82841585894789e-10m/s,0.0m/s,0.000212223647395148m/s,0.0m/s,3.83305996365379e-05m/s,0.0870583653450012mA,3,0,FALSE
94,2022-10-26T08:18:55.353Z,0.0907590016722679mA,28.125°,-1.83183550834655mA,29.6875°,-0.958389401435852mA,29.75°,-0.351816624402999mA,32.625°,-0.0410636439919471mA,32.875°,-0.0113621056079864mA,32.625°,0.0m/s,0.0m/s,0.0m/s,2.35060471936191e-28m/s,0.0m/s,0.0m/s,0.0863787531852722mA,3,0,FALSE
95,2022-10-26T08:18:56.358Z,0.000920517893973738mA,28.125°,-2.51745104789733mA,29.6875°,-1.37014722824096mA,29.8125°,-0.341920226812362mA,32.625°,0.0609753020107746mA,32.875°,-0.114249661564826mA,32.625°,-0.0840960517525672m/s,0.00262261787429451m/s,-0.0158080589026212m/s,0.1314637362957m/s,-0.00471518607810139m/s,-0.0557147786021232m/s,0.0794200301170349mA,3,0,FALSE
96,2022-10-26T08:18:57.363Z,-0.204907178878784mA,28.125°,-2.82154011726379mA,29.6875°,-1.84198486804962mA,29.8125°,-0.199553549289703mA,32.625°,0.106139793992042mA,32.875°,-0.169626235961914mA,32.625°,-0.041552547365427m/s,0.0083497492596507m/s,-0.0299368854612112m/s,0.666940867900848m/s,-0.0242726858705282m/s,-0.629420161247253m/s,0.082645833492279mA,3,0,FALSE
97,2022-10-26T08:18:58.367Z,3.55569887161254mA,28.125°,-2.00244092941284mA,29.6875°,-1.16912865638732mA,29.8125°,-0.931301593780517mA,32.625°,-0.471488535404205mA,32.875°,-0.126580640673637mA,32.625°,0.000594716111663729m/s,0.0026579110417515m/s,0.345367521047592m/s,-0.0870948657393455m/s,-0.00130276323761791m/s,0.0861938223242759m/s,0.0826457738876342mA,3,0,FALSE
98,2022-10-26T08:18:59.369Z,0.0302235409617424mA,28.125°,-1.56374812126159mA,29.6875°,-0.785812616348266mA,29.8125°,-1.13995313644409mA,32.625°,-0.125027388334274mA,32.875°,-0.379571557044982mA,32.625°,0.422096103429794m/s,-0.00554447760805487m/s,-0.0144092077389359m/s,-1.03470766544342m/s,-0.207574725151062m/s,0.475195795297622m/s,0.088417649269104mA,3,0,FALSE
99,2022-10-26T08:19:00.374Z,-4.26983642578125mA,28.125°,-1.44669103622436mA,29.75°,-1.26304709911346mA,29.8125°,0.324349671602249mA,32.625°,1.12467789649963mA,32.875°,0.0778584629297256mA,32.625°,0.105473563075065m/s,0.0984329581260681m/s,-2.30638933181762m/s,0.369043141603469m/s,0.000450123625341802m/s,-0.447768926620483m/s,0.0978362560272216mA,3,0,FALSE
100,2022-10-26T08:19:01.381Z,-0.0163051895797252mA,28.1875°,-2.0240740776062mA,29.75°,-1.67221081256866mA,29.8125°,-0.383614987134933mA,32.625°,-0.00551733095198869mA,32.875°,0.0505782142281532mA,32.625°,0.0m/s,-0.000601783744059503m/s,0.000666178821120411m/s,0.000128948202473111m/s,1.59010941940794e-40m/s,-0.000578553765080869m/s,0.0846845507621765mA,3,0,FALSE
101,2022-10-26T08:19:02.392Z,0.222148671746253mA,28.125°,-1.53415131568908mA,29.6875°,-0.557888031005859mA,29.8125°,-1.20837759971618mA,32.6875°,-0.227654308080673mA,32.875°,0.202988445758819mA,32.625°,0.0676373466849327m/s,-0.0944618955254554m/s,0.0771077200770378m/s,-1.12923216819763m/s,0.0591439120471477m/s,1.04651427268981m/s,0.0819661617279052mA,3,0,FALSE
8,2022-10-26T08:17:28.903Z,0.0756569951772689mA,27.875°,-1.83646476268768mA,29.375°,-0.961322426795959mA,29.4375°,-0.512540757656097mA,32.1875°,-0.0218445193022489mA,32.3125°,0.0392284430563449mA,32.0625°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0870583653450012mA,1,0,FALSE
9,2022-10-26T08:17:29.905Z,-0.186848357319831mA,27.875°,-2.56373834609985mA,29.375°,-1.41893362998962mA,29.4375°,-0.262015104293823mA,32.1875°,0.0999419391155242mA,32.3125°,-0.173527032136917mA,32.0625°,-0.166003569960594m/s,0.00240865373052656m/s,-0.0154825886711478m/s,0.350063204765319m/s,-0.00998554099351167m/s,-0.192710176110267m/s,0.0857853293418884mA,1,0,FALSE
10,2022-10-26T08:17:30.909Z,-0.158912256360054mA,27.875°,-1.75077736377716mA,29.375°,-1.97940039634704mA,29.4375°,-0.184549927711486mA,32.1875°,0.0791570618748664mA,32.3125°,-0.209540769457817mA,32.0625°,0.0983230397105217m/s,0.0049957507289946m/s,-0.016995683312416m/s,0.496241122484207m/s,-0.0173527542501688m/s,-0.588686048984527m/s,0.0850195884704589mA,1,0,FALSE
11,2022-10-26T08:17:31.909Z,1.01408648490905mA,27.875°,-1.87529575824737mA,29.375°,-0.549352586269378mA,29.4375°,-0.782304286956787mA,32.1875°,-0.15929028391838mA,32.3125°,-0.0953236371278762mA,32.125°,0.00255903229117393m/s,-0.00655909907072782m/s,2.59407114982605m/s,-0.579771041870117m/s,0.0m/s,0.642610073089599m/s,0.0788266062736511mA,1,0,FALSE
12,2022-10-26T08:17:32.924Z,-0.401867747306823mA,27.875°,-3.17460227012634mA,29.375°,-1.05097723007202mA,29.5°,-0.39667928218841497mA,32.1875°,-0.114071279764175mA,32.3125°,0.209455430507659mA,32.0625°,-0.238060280680656m/s,-0.0301450155675411m/s,-0.0327993892133235m/s,0.232323542237281m/s,0.0641457885503768m/s,0.0149858091026544m/s,0.093337595462799mA,1,0,FALSE
13,2022-10-26T08:17:33.929Z,-0.888249158859252mA,27.875°,-1.72417414188385mA,29.375°,-1.74169266223907mA,29.5°,-0.0989516675472259mA,32.1875°,0.279280871152877mA,32.375°,0.0436390526592731mA,32.0625°,0.102189674973487m/s,0.145653635263443m/s,-2.5245521068573m/s,0.393293470144271m/s,0.0m/s,-0.488444119691848m/s,0.0826457738876342mA,1,0,FALSE
14,2022-10-26T08:17:34.936Z,-0.0488976836204528mA,27.875°,-2.02362823486328mA,29.4375°,-1.57418835163116mA,29.4375°,-0.459635257720947mA,32.25°,0.0923697128891944mA,32.375°,0.0314100719988346mA,32.125°,0.0m/s,0.0m/s,-0.000265061215031892m/s,5.33277726747646e-21m/s,-4.22552103716286e-32m/s,0.0m/s,0.0831531286239624mA,1,0,FALSE
15,2022-10-26T08:17:35.950Z,0.298313319683074mA,27.875°,-1.75552642345428mA,29.375°,-0.730017900466919mA,29.5°,-0.83985149860382mA,32.25°,-0.14594092965126mA,32.375°,0.184525415301322mA,32.125°,0.18175683915615m/s,-0.0368991009891033m/s,0.031121889129281m/s,-0.401681661605834m/s,0.0160146169364452m/s,0.208911523222923m/s,0.0869722962379455mA,1,0,FALSE
16,2022-10-26T08:17:36.954Z,-0.0902507901191711mA,27.875°,-1.67521357536315mA,29.375°,-0.7911878824234mA,29.5°,-0.696012139320373mA,32.1875°,-0.124836757779121mA,32.375°,-0.0206533409655094mA,32.125°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,5.77902610530145e-05m/s,0.087651789188385mA,1,0,FALSE
17,2022-10-26T08:17:37.954Z,-0.0569290667772293mA,27.875°,-1.60693621635437mA,29.4375°,-0.767417550086975mA,29.4375°,-0.652659654617309mA,32.25°,-0.17290636897087mA,32.4375°,0.0252373553812503mA,32.125°,0.0m/s,0.0017609876813367m/s,0.0m/s,-0.00152060843538492m/s,0.0m/s,0.0m/s,0.172946810722351mA,1,0,FALSE
18,2022-10-26T08:17:38.964Z,-0.0755977928638458mA,27.875°,-4.540940284729mA,29.4375°,-3.57716703414917mA,29.5°,-1.12429690361022mA,32.25°,0.00814955215901136mA,32.375°,-0.140795201063156mA,32.125°,-0.294959306716918m/s,-0.00741931470111012m/s,-0.0612916275858879m/s,0.963651299476623m/s,-0.0352229885756969m/s,-0.707988858222961m/s,0.0864649415016174mA,1,0,FALSE
19,2022-10-26T08:17:39.964Z,0.565559923648834mA,27.875°,-2.89270639419555mA,29.4375°,-0.898230552673339mA,29.5°,-0.578501045703887mA,32.25°,0.877194166183471mA,32.375°,-0.0136818084865808mA,32.125°,0.00101221504155546m/s,0.00712660746648907m/s,2.57779073715209m/s,-0.536637425422668m/s,7.46452060411684e-05m/s,0.665149807929992m/s,0.083918809890747mA,1,0,FALSE
20,2022-10-26T08:17:40.967Z,-0.177748024463653mA,27.9375°,-2.96066641807556mA,29.4375°,-1.93753981590271mA,29.5°,-0.132591009140014mA,32.25°,0.250593960285186mA,32.4375°,0.220356836915016mA,32.125°,-0.0219503846019506m/s,0.0094801876693964m/s,0.00768015068024396m/s,0.0841713771224021m/s,0.0428106226027011m/s,-0.109235197305679m/s,0.083239197731018mA,1,1,FALSE
21,2022-10-26T08:17:41.975Z,-0.161906525492668mA,27.875°,-1.92220163345336mA,29.4375°,-1.39989161491394mA,29.5°,-0.582863390445709mA,32.25°,-0.000423390069045126mA,32.4375°,0.143993318080902mA,32.125°,0.0m/s,0.0m/s,4.62662574136629e-05m/s,0.0m/s,0.0m/s,0.0m/s,0.083918809890747mA,1,1,FALSE
22,2022-10-26T08:17:42.989Z,-0.132234692573547mA,27.875°,-2.05655264854431mA,29.4375°,-1.35330116748809mA,29.5°,-0.586860656738281mA,32.25°,-0.040784765034914mA,32.375°,0.110979378223419mA,32.125°,-1.40129846432481e-45m/s,3.86979372157814e-11m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0966494679450988mA,1,1,FALSE
23,2022-10-26T08:17:43.990Z,-0.13334435224533mA,27.875°,-2.10252428054809mA,29.4375°,-1.3349050283432mA,29.5°,-0.570557653903961mA,32.25°,-0.0234022699296474mA,32.375°,0.0756751149892807mA,32.1875°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0851057171821594mA,1,1,FALSE
24,2022-10-26T08:17:45.005Z,-0.1329777687788mA,27.9375°,-2.09583115577697mA,29.4375°,-1.33627772331237mA,29.5°,-0.573531746864318mA,32.25°,-0.036635223776102mA,32.4375°,0.0947169810533523mA,32.1875°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0908775925636291mA,1,1,FALSE
25,2022-10-26T08:17:46.006Z,-0.148091956973075mA,27.9375°,-2.08482122421264mA,29.4375°,-1.33377957344055mA,29.5°,-0.569730162620544mA,32.25°,-0.0231773518025875mA,32.4375°,0.0621560811996459mA,32.1875°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0875657200813293mA,1,0,FALSE
26,2022-10-26T08:17:47.011Z,-0.13397204875946mA,27.9375°,-2.08642959594726mA,29.4375°,-1.34616768360137mA,29.5°,-0.576570391654968mA,32.3125°,-0.0422876328229904mA,32.4375°,0.0635061860084533mA,32.1875°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.083918809890747mA,1,0,FALSE
27,2022-10-26T08:17:48.015Z,-0.132555454969406mA,27.9375°,-2.08828687667846mA,29.5°,-1.32986235618591mA,29.5°,-0.579483449459075mA,32.3125°,-0.053200326859951mA,32.4375°,0.0985790565609932mA,32.1875°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0826457738876342mA,1,0,FALSE
28,2022-10-26T08:17:49.021Z,-0.13732573390007mA,27.9375°,-2.08002924919128mA,29.4375°,-1.33481466770172mA,29.5°,-0.573686003684997mA,32.3125°,-0.0298852082341909mA,32.5°,0.0753889828920364mA,32.1875°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0845122933387756mA,1,0,FALSE
29,2022-10-26T08:17:50.024Z,-0.14347830414772mA,27.9375°,-2.07472729682922mA,29.5°,-1.33399891853332mA,29.5°,-0.562747836112976mA,32.3125°,-0.0162519477307796mA,32.4375°,0.0739454180002212mA,32.1875°,0.0m/s,0.0m/s,0.0m/s,2.83168606074468e-06m/s,0.0m/s,0.0m/s,0.0864649415016174mA,1,0,FALSE
30,2022-10-26T08:17:51.027Z,-0.138683781027793mA,27.9375°,-2.07731986045837mA,29.5°,-1.33248901367187mA,29.5°,-0.524802207946777mA,32.25°,-0.00235558860003948mA,32.4375°,0.0819147452712059mA,32.1875°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0863787531852722mA,1,0,FALSE
31,2022-10-26T08:17:52.031Z,-0.0944297686219215mA,27.9375°,-1.93108677864074mA,29.5°,-1.40364456176757mA,29.5625°,-0.544737815856933mA,32.3125°,0.0811936855316162mA,32.5°,0.0467309728264808mA,32.25°,2.20284118591861e-41m/s,0.00143676018342375m/s,1.14106767648717e-24m/s,0.00133281445596367m/s,-6.48842833470553e-05m/s,-0.00049880554433912m/s,0.0826457738876342mA,1,1,FALSE
32,2022-10-26T08:17:53.036Z,-0.0643498301506042mA,27.9375°,-1.82972979545593mA,29.4375°,-1.46646857261657mA,29.5625°,-0.50596135854721mA,32.3125°,0.0559080988168716mA,32.5°,0.162888258695602mA,32.25°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,1.60058145961884e-21m/s,0.0m/s,0.088331401348114mA,1,1,FALSE
33,2022-10-26T08:17:54.050Z,-0.0837619975209236mA,27.9375°,-1.9551842212677mA,29.5°,-1.45539057254791mA,29.5625°,-0.513757705688476mA,32.3125°,0.0688748359680175mA,32.5°,0.118648722767829mA,32.25°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0915572047233581mA,1,1,FALSE
128,2022-10-26T08:19:29.492Z,0.576745092868804mA,28.25°,-1.72965908050537mA,29.8125°,-1.44151592254638mA,29.9375°,-1.37429690361022mA,32.8125°,-0.65321272611618mA,33.0625°,0.210497379302978mA,32.75°,0.0m/s,-0.00369237666018307m/s,0.00210213521495461m/s,-0.000455351924756541m/s,0.000290521682472899m/s,-0.000935710908379405m/s,0.501989722251892mA,4,0,FALSE
129,2022-10-26T08:19:30.506Z,0.136830374598503mA,28.25°,-4.72397661209106mA,29.8125°,-3.65789532661438mA,29.9375°,-0.982983350753784mA,32.8125°,-0.336337983608245mA,33.0625°,-0.135281264781951mA,32.8125°,-0.0631434172391891m/s,-0.0140251526609063m/s,-0.0485393404960632m/s,1.09817242622375m/s,-0.0386563539505004m/s,-1.03130197525024m/s,0.0826457738876342mA,4,0,FALSE
130,2022-10-26T08:19:31.519Z,0.0949915871024131mA,28.25°,-2.62351894378662mA,29.8125°,0.34992104768753mA,29.9375°,1.08763694763183mA,32.8125°,1.23822569847106mA,33.0625°,-0.0651802420616149mA,32.8125°,-5.4404802085628e-07m/s,0.0609909035265445m/s,2.61576223373413m/s,-0.524798095226287m/s,0.000178124246303923m/s,0.680957853794097m/s,0.0966494679450988mA,4,0,FALSE
131,2022-10-26T08:19:32.534Z,0.27901554107666mA,28.25°,-2.52032017707824mA,29.875°,-1.4644386768341mA,29.9375°,-1.3183581829071mA,32.8125°,-0.449861526489257mA,33.125°,-0.198610186576843mA,32.8125°,0.205476000905036m/s,-0.0724451914429664m/s,0.0143495881929993m/s,-0.398349672555923m/s,-0.0919071361422538m/s,0.12541976571083m/s,0.0839188694953918mA,4,0,FALSE
132,2022-10-26T08:19:33.541Z,0.0715619102120399mA,28.25°,-2.73524594306945mA,29.875°,-1.26695132255554mA,30.0°,-0.578962862491607mA,32.8125°,0.0230167657136917mA,33.125°,-0.00268464162945747mA,32.8125°,-9.14759948500432e-05m/s,0.000146416714414954m/s,6.95236261478005e-35m/s,0.000288459326839074m/s,0.000120678581879474m/s,-0.000179934228071942m/s,0.170400619506835mA,4,0,FALSE
133,2022-10-26T08:19:34.548Z,-0.151300519704818mA,28.25°,-2.55567908287048mA,29.8125°,-0.810262560844421mA,29.9375°,-0.277640551328659mA,32.8125°,0.03993920981884mA,33.125°,0.14756141602993mA,32.8125°,-0.302046418190002m/s,0.000159265706315636m/s,-0.00730866659432649m/s,0.253734618425369m/s,0.0107732350006699m/s,0.0626543909311294m/s,0.0808653831481933mA,4,0,FALSE
134,2022-10-26T08:19:35.553Z,-0.201648652553558mA,28.25°,-2.67395782470703mA,29.8125°,-0.957265317440033mA,30.0°,-0.453535795211792mA,32.8125°,0.0464625619351863mA,33.125°,0.103606708347797mA,32.8125°,-8.04678202257491e-05m/s,0.0m/s,-7.45936678311215e-13m/s,0.000161223026225343m/s,0.0m/s,0.0m/s,0.0863787531852722mA,4,0,FALSE
135,2022-10-26T08:19:36.558Z,-0.108910903334617mA,28.1875°,-2.37264680862426mA,29.8125°,-1.05436527729034mA,30.0°,-0.471145808696746mA,32.875°,0.0409465879201889mA,33.125°,0.0528637468814849mA,32.8125°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0870583653450012mA,4,0,FALSE
136,2022-10-26T08:19:37.564Z,0.0673390850424766mA,28.1875°,-1.34833145141601mA,29.875°,-1.59436666965484mA,30.0°,-0.895352363586425mA,32.875°,-0.101372398436069mA,33.125°,-0.173502787947654mA,32.875°,0.776197671890258m/s,-0.0105463881045579m/s,0.0217804964631795m/s,-0.488381296396255m/s,-0.0259358696639537m/s,-0.275217086076736m/s,0.0820523500442504mA,5,0,FALSE
